title,label,label_encoder,cleaned_text 
Cahill vs. Kalma Debut Album Out Now!,FAKE,0,cahill kalma debut album
Comment on FBI: No link between Trump and Russian government by Christian Zionist,FAKE,0,comment fbi link trump russian government christian zionist
"""Top Five Clinton Donors Are Jewish"" - How Anti-Semitic Is This Fact?",FAKE,0,top five clinton donors jewish anti semitic fact
Why Congress Doesn't Really Worry About What Most Americans Think,REAL,1,congress really worry americans think
Russia And Syria Blamed For Idlib Bombing Hoax,FAKE,0,russia syria blame idlib bomb hoax
FBI Sources believe Clinton Foundation case is “likely moving toward an indictment”,FAKE,0,fbi source believe clinton foundation case likely move toward indictment
"Trump wins presidency, defeats Clinton in historic election upset",REAL,1,trump win presidency defeat clinton historic election upset
"On The Streets Of Baltimore, Trying To Understand The Anger",REAL,1,streets baltimore try understand anger
Where’s the partisan polarization on abortion?,REAL,1,partisan polarization abortion
Mike Pence Is Fine With Trump Sexual Assault But Offended By Voter Suppression,FAKE,0,mike pence fine trump sexual assault offend voter suppression
Learning Horrors of War from Vets,FAKE,0,learn horrors war vet
"Shiite militia says it is close to Tal Afar, which Turkey has warned is off limits",FAKE,0,shiite militia say close tal afar turkey warn limit
Some Early Voters: Changing their Minds,FAKE,0,early voters change mind
20 Foods That Naturally Unclog Arteries and Prevent Heart Attacks,FAKE,0,foods naturally unclog arteries prevent heart attack
Condell: America’s Moment Of Truth,FAKE,0,condell america moment truth
SATAN 2: Russia unvelis an image of its terrifying new ‘SUPERNUKE’ – Western world takes notice,FAKE,0,satan russia unvelis image terrify new supernuke western world take notice
Russia Calls Downing Of Its Plane A 'Planned Provocation',REAL,1,russia call plane plan provocation
9th baby dies after heart surgery at a Florida hospital,REAL,1,9th baby die heart surgery florida hospital
RI's YouTube Channel Tops 100 Thousand Subscribers and 60 Million Views - Damir Marinovich,FAKE,0,youtube channel top 100 thousand subscribers million view damir marinovich
Comment on Will Michelle Obama Be The Replacement Nominee If The FBI Email Investigation Ends Hillary Clinton’s Campaign? by marlene,FAKE,0,comment michelle obama replacement nominee fbi email investigation end hillary clinton campaign marlene
Dems open convention without Wasserman Schultz,REAL,1,dems open convention without wasserman schultz
America at the Crossroads: Abrogation of Democracy,FAKE,0,america crossroads abrogation democracy
"Upcoming proposal in Congress for military action must strike Goldilocks-esq, 'just right' tone",REAL,1,upcoming proposal congress military action must strike goldilocks esq right tone
Pope brings message of brotherly love to Philadelphia,REAL,1,pope bring message brotherly love philadelphia
Voters' dilemma: What happens if it's Hillary vs. Trump?,REAL,1,voters dilemma happen hillary trump
Trump Gives 6 Reasons To Vote For Him,FAKE,0,trump give reason vote
NY Times: Trump Supporters are Threatening a ‘Violent Revolution’ if Hillary Wins,FAKE,0,time trump supporters threaten violent revolution hillary win
Five Filipino hostages freed by Somali pirates reunite with families,FAKE,0,five filipino hostages free somali pirate reunite families
"Guy Fawkes, The Gun Powder Plot & How False Flags Have Shaped History",FAKE,0,guy fawkes gun powder plot false flag shape history
"I'm a black ex-cop, and this is the real truth about race and policing",REAL,1,black cop real truth race police
This astonishing chart shows how moderate Republicans are an endangered species,REAL,1,astonish chart show moderate republicans endanger species
Ted Cruz tackles the Wall Street Journal,REAL,1,ted cruz tackle wall street journal
Cory Booker on how America's criminal justice system destroys the American dream,REAL,1,cory booker america criminal justice system destroy american dream
Re: Rights? In The New America You Don’t Get Any Rights!,FAKE,0,right new america get right
OPEC Fails to Agree as U.S. Energy Industry Ramps Up,FAKE,0,opec fail agree energy industry ramp
Trump’s audacious Southern spectacle is part of his strategy,REAL,1,trump audacious southern spectacle part strategy
WW3 Nuclear War Drills World War 3 To Start In Ukraine,FAKE,0,ww3 nuclear war drill world war start ukraine
Facebook user wastes two hours sharing things to impress his insurance company,FAKE,0,facebook user waste two hours share things impress insurance company
"250,000-year-old artifact: The ultimate evidence of ‘Ancient Astronaut’ technology?",FAKE,0,250 000 year old artifact ultimate evidence ancient astronaut technology
Expert: ISIL 'highly likely' to launch gas attack in London,REAL,1,expert isil highly likely launch gas attack london
Obama to Propose Protecting 1.4 Million Acres of Arctic Refuge,REAL,1,obama propose protect million acres arctic refuge
"SHOCK STATEMENT: Anthony Weiner SPEAKS, Drops LEGAL NUKE On Hillary",FAKE,0,shock statement anthony weiner speak drop legal nuke hillary
Trump Tower Surrounded By Dump Trucks In Anticipation Of Violence,FAKE,0,trump tower surround dump truck anticipation violence
"AT&T-Time Warner Merger To Expand Corporate, State Control Of Media",FAKE,0,time warner merger expand corporate state control media
Fox News has no shame: Easily duped wingnuts spout phony science and climate-change lies,REAL,1,fox news shame easily dupe wingnuts spout phony science climate change lie
Racist Sign Calls For Lynching Black People To Prevent Them From Getting Equal Rights,FAKE,0,racist sign call lynch black people prevent get equal right
"House OKs bill blocking Planned Parenthood funds, amid shutdown worries",REAL,1,house oks bill block plan parenthood fund amid shutdown worry
Debate: NATO's eastward expansion,FAKE,0,debate nato eastward expansion
State of the Union recap: Obama sells optimism to nervous nation,REAL,1,state union recap obama sell optimism nervous nation
Tony Blair suggests a second referendum to reverse Brexit,FAKE,0,tony blair suggest second referendum reverse brexit
Selected Not Elected: The Election Has Been Stolen,FAKE,0,select elect election steal
"Clinton, Trump at First Debate: Was It All America Expected?",REAL,1,clinton trump first debate america expect
Harry Reid endorses Chuck Schumer to succeed him as Senate Democratic leader,REAL,1,harry reid endorse chuck schumer succeed senate democratic leader
How Scalia's death could change Supreme Court and Election 2016,REAL,1,scalia death could change supreme court election 2016
What Trump Will Never Understand About Immigrants,REAL,1,trump never understand immigrants
Baltimore protests: Crowds stand firm after curfew,REAL,1,baltimore protest crowd stand firm curfew
VIDEO COMPILATION: Pundits and Politicians Insist Donald Trump Cannot Win Election,FAKE,0,video compilation pundits politicians insist donald trump win election
"Santorum talks 2016, minimum wage increase",REAL,1,santorum talk 2016 minimum wage increase
Kurds Worried Turkey Will Stab Them in the Back as They Fight ISIS,FAKE,0,kurds worry turkey stab back fight isis
"Vicar sacked over orgies, hookers & porn after wife exposes his double life",FAKE,0,vicar sack orgies hookers porn wife expose double life
I live in Iran. Here's how sanctions have shaped my life.,REAL,1,live iran sanction shape life
Make America Vote Again,FAKE,0,make america vote
Russia begins airstrikes in Syria; U.S. warns of new concerns in conflict,REAL,1,russia begin airstrikes syria warn new concern conflict
Tens of Thousands of Police Expected for Funeral of Slain Officer,REAL,1,tens thousands police expect funeral slay officer
Walker’s anti-union law has labor reeling in Wisconsin,REAL,1,walker anti union law labor reel wisconsin
With a bullet: Oil prices headed to the basement,REAL,1,bullet oil price head basement
WikiLeaks List Exposes At Least 65 Corporate ‘Presstitutes’ Who Colluded to Hide Clinton’s Crimes,FAKE,0,wikileaks list expose least corporate presstitutes collude hide clinton crimes
"Ted Cruz, the master strategist, was no match for Trump's cult of personality",REAL,1,ted cruz master strategist match trump cult personality
"Ashutosh attempts suicide at protest rally, rescued while proofreading suicide note",FAKE,0,ashutosh attempt suicide protest rally rescue proofread suicide note
"Obama seeks to end sequester cuts, raise spending caps in budget plan",REAL,1,obama seek end sequester cut raise spend cap budget plan
Rieder: Why Stephanopoulos flap matters,REAL,1,rieder stephanopoulos flap matter
Netanyahu Defeats Center-Left Rival In Israel's Parliamentary Election,REAL,1,netanyahu defeat center leave rival israel parliamentary election
Why We Wait For The Future,FAKE,0,wait future
U.S. militia girds for trouble as presidential election nears,FAKE,0,militia gird trouble presidential election near
Continental Gold,FAKE,0,continental gold
Political hatefest: Why the media—and the candidates—are dragging down the campaign,REAL,1,political hatefest media candidates drag campaign
Comment on A Chinese Boy With The Ability To See In Pitch Black Dark Baffles Scientists (Video) by Adpres Media - Adpres.net,FAKE,0,comment chinese boy ability see pitch black dark baffle scientists video adpres media adpres net
Three reasons political polarization is here to stay,REAL,1,three reason political polarization stay
Badass Patriot Has MASSIVE Surprise For Thieves Who Stole His Trump Sign,FAKE,0,badass patriot massive surprise thieve steal trump sign
Can Libertarian nominees Gary Johnson and Bill Weld siphon votes from Trump?,REAL,1,libertarian nominees gary johnson bill weld siphon vote trump
"The Supreme Court Case That Could Gut Obamacare, Explained In 2 Minutes",REAL,1,supreme court case could gut obamacare explain minutes
FBI Officials: No Link Between Donald Trump and Putin…,FAKE,0,fbi officials link donald trump putin
The Democratic Debate Clock: Which Issues Got The Most Time,REAL,1,democratic debate clock issue get time
Protesters target Trump buildings in massive street rallies,REAL,1,protesters target trump build massive street rally
